X,year,site,nest,exp,type,laid,hatch,manip,ring,mate_ring,chick1,chick2,chick3,chick4,chick5,chick6,comments,field_sex_focal,field_sex_mate,code,nest.id,year.cr,year.mr,year.code,first.res,last.res,first.cap,last.cap,first.cap.r,last.cap.r,laying_date,found_date,end_date,fate,latitude,longitude,no_chicks,clutch_size,laying_date.r,found_date.r,end_date.r,hatching_date.r,first.bf.adult,last.bf.adult,adult.not.seen.bf,times.adult.not.seen,total.brood.res,last.bf.adult.before.desertion,datenot.seen.after.desertion,first.bf,last.bf,chicks.alive.last,chicks.not.seen.bf,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,layingdate,check.estld,first.d.seen,last.d.seen,mol_sex,mol_sex_focal,mol_sex_mate,first.res.bs,last.res.bs,population,captured_focalyear_focal,captured_focalyear_mate,comments_field,comments_stdfile,northing,easting,estimated.hd
397,2009,D,-1,U,U,421,516,NA,802109746,CA1258,CA2042,CA2043,CA2044,NA,NA,NA,NA,M,F,WX.BX|YX.SM,2009-D--1,2006,2006,2009-WX.BX|YX.SM,06/01/2009,14/06/2009,16/05/2009,16/05/2009,16/05/2009,16/05/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/05/2009,516,609,NA,0,17,NA,NA,516,609,609,NA,16/05/2009,09/06/2009,NA,NA,NA,16/05/2009,09/06/2009,09/06/2009,NA,16/05/2009,NA,17,5.8,16/05/2009,NA,17.1,6.1,16/05/2009,NA,17.3,5.8,17.3,16/05/2009,-0.993527508,16/05/2009,21/04/2009,21/04/2009,NA,06/01/2009,14/06/2009,M,M,F,08/03/2009,14/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
398,2009,D,1,ParCare,CFall,515,609,604,CA1409,CA2208,CA2077,CA2078,CA2079,NA,NA,NA,NA,M,F,MX.OX|WX.OX,2009-D-1,2008,2007,2009-MX.OX|WX.OX,06/05/2009,25/05/2009,01/06/2009,01/06/2009,01/06/2009,01/06/2009,515,520,609,HATCH,23.91940343,-106.96,3,3,15/05/2009,20/05/2009,09/06/2009,09/06/2009,607,709,NA,1,18,NA,NA,606,709,709,NA,07/06/2009,09/07/2009,NA,NA,NA,06/06/2009,09/07/2009,09/07/2009,NA,06/06/2009,NA,17.2,5.7,06/06/2009,NA,17.4,6.2,06/06/2009,NA,17.1,6.3,17.4,06/06/2009,-0.669902913,06/06/2009,12/05/2009,15/05/2009,-2.330097087,06/05/2009,09/07/2009,M,M,F,06/05/2009,25/05/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
399,2009,D,2,ParCare,CFall,516,610,606,CA1260,CA1480,CA2080,CA2081,NA,NA,NA,NA,NA,M,F,LX.MX|OX.GX,2009-D-2,2007,2007,2009-LX.MX|OX.GX,06/01/2009,15/06/2009,24/05/2009,24/05/2009,24/05/2009,24/05/2009,516,521,610,HATCH,23.92186342,-106.96,2,3,16/05/2009,21/05/2009,10/06/2009,10/06/2009,608,615,NA,0,7,NA,NA,608,615,612,615,08/06/2009,15/06/2009,NA,NA,NA,08/06/2009,15/06/2009,12/06/2009,15/06/2009,08/06/2009,NA,17.4,6.2,08/06/2009,NA,16.2,6,NA,NA,NA,NA,17.4,08/06/2009,-0.669902913,08/06/2009,14/05/2009,16/05/2009,-1.330097087,06/01/2009,15/06/2009,M,M,F,08/03/2009,15/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
400,2009,D,3,ParCare,CFall,522,616,614,CA2210,CA2213,CA2239,CA2240,CA2248,CA2238,CA2252,NA,NA,M,F,BX.BX|RX.MX,2009-D-3,2009,2009,2009-BX.BX|RX.MX,25/05/2009,15/06/2009,24/05/2009,24/05/2009,24/05/2009,24/05/2009,522,522,616,HATCH,23.91847422,-106.97,3,3,22/05/2009,22/05/2009,16/06/2009,16/06/2009,622,726,NA,0,16,NA,NA,622,726,726,NA,22/06/2009,26/07/2009,NA,NA,NA,22/06/2009,26/07/2009,26/07/2009,NA,21/06/2009,NA,17.9,6.1,21/06/2009,NA,17.7,6.4,22/06/2009,NA,17.3,6.1,17.9,21/06/2009,0.948220065,21/06/2009,26/05/2009,22/05/2009,4.051779935,24/05/2009,26/07/2009,M,M,F,25/05/2009,15/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
401,2009,D,4,ParCare,CFall,527,621,618,CA178,CA1258,CA2237,CA2091,NA,NA,NA,NA,NA,M,F,OX.MX|LX.YX,2009-D-4,2006,2006,2009-OX.MX|LX.YX,27/05/2009,27/05/2009,04/06/2009,04/06/2009,04/06/2009,04/06/2009,527,531,621,HATCH,23.91744147,-106.97,3,3,27/05/2009,31/05/2009,21/06/2009,21/06/2009,621,725,NA,0,18,NA,NA,621,725,725,NA,21/06/2009,25/07/2009,NA,NA,NA,21/06/2009,25/07/2009,25/07/2009,NA,20/06/2009,NA,18.5,6.7,19/06/2009,NA,18.2,6.7,NA,NA,NA,NA,18.5,20/06/2009,2.889967638,20/06/2009,23/05/2009,27/05/2009,-3.889967638,27/05/2009,25/07/2009,M,M,F,27/05/2009,27/05/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
402,2009,D,5,U,U,521,NA,NA,CA1203,NA,NA,NA,NA,NA,NA,NA,NA,M,F,MX.OX|GX.GX,2009-D-5,2008,2007,2009-MX.OX|GX.GX,30/04/2009,15/06/2009,24/05/2009,16/06/2009,24/05/2009,16/06/2009,521,523,525,PRED,23.921139,-106.96,0,3,21/05/2009,23/05/2009,25/05/2009,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/05/2009,NA,30/04/2009,16/06/2009,M,M,NA,30/04/2009,15/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
403,2009,D,6,ParCare,CFall,531,624,623,CA2221,CA1263,CA2273,NA,NA,NA,NA,NA,NA,M,F,PX.MX|PX.PX,2009-D-6,2006,2006,2009-PX.MX|PX.PX,NA,NA,04/06/2009,04/06/2009,04/06/2009,04/06/2009,530,529,624,HATCH,23.91948152,-106.96,3,3,30/05/2009,29/05/2009,24/06/2009,24/06/2009,626,726,NA,0,13,NA,NA,626,726,726,NA,26/06/2009,26/07/2009,NA,NA,NA,26/06/2009,26/07/2009,26/07/2009,NA,25/06/2009,NA,18,6.4,NA,NA,NA,NA,NA,NA,NA,NA,18,25/06/2009,1.27184466,25/06/2009,29/05/2009,30/05/2009,-0.27184466,04/06/2009,26/07/2009,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
404,2009,D,7,ParCare,CFall,601,626,621,CA2073,CA2082,CA2246,CA2247,NA,NA,NA,NA,NA,M,F,WX.BX|YX.LM,2009-D-7,2006,2006,2009-WX.BX|YX.LM,08/03/2009,19/09/2009,04/06/2009,04/06/2009,04/06/2009,04/06/2009,601,529,626,HATCH,23.91870283,-106.96,1,3,01/06/2009,29/05/2009,26/06/2009,26/06/2009,622,726,NA,0,14,NA,NA,622,726,726,NA,22/06/2009,26/07/2009,NA,NA,NA,22/06/2009,26/07/2009,26/07/2009,NA,21/06/2009,NA,17.1,6.2,21/06/2009,NA,16.9,6,NA,NA,NA,NA,17.1,21/06/2009,-1.640776699,21/06/2009,28/05/2009,01/06/2009,-3.359223301,08/03/2009,19/09/2009,M,M,F,08/03/2009,15/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
405,2009,D,8,U,U,609,NA,NA,CA1416,CA136,NA,NA,NA,NA,NA,NA,NA,M,F,MX.OX|BX.WX,2009-D-8,2008,2007,2009-MX.OX|BX.WX,06/01/2009,05/07/2009,18/06/2009,18/06/2009,18/06/2009,18/06/2009,609,611,627,FLOOD,23.91886555,-106.96,0,3,09/06/2009,11/06/2009,27/06/2009,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/06/2009,NA,06/01/2009,05/07/2009,M,M,F,17/05/2009,05/07/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
406,2009,D,9,ParCare,CFall,605,630,630,CA1201,CA1217,CA2283,NA,NA,NA,NA,NA,NA,M,F,BX.MX|GX.BX,2009-D-9,2007,2007,2009-BX.MX|GX.BX,06/05/2009,15/06/2009,18/06/2009,18/06/2009,18/06/2009,18/06/2009,605,615,630,HATCH,23.92183721,-106.96,1,3,05/06/2009,15/06/2009,30/06/2009,30/06/2009,701,724,NA,0,9,NA,NA,701,724,709,724,01/07/2009,24/07/2009,NA,NA,NA,01/07/2009,24/07/2009,09/07/2009,24/07/2009,01/07/2009,NA,17.1,5.4,NA,NA,NA,NA,NA,NA,NA,NA,17.1,01/07/2009,-1.640776699,01/07/2009,07/06/2009,05/06/2009,2.640776699,06/05/2009,24/07/2009,M,M,F,06/05/2009,15/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
409,2009,D,101,ParCare,CFall,518,612,610,CA2211,NA,CA2084,NA,NA,NA,NA,NA,NA,M,F,BX.LX|RX.MX,2009-D-101,2009,2009,2009-BX.LX|RX.MX,25/05/2009,06/07/2009,24/05/2009,24/05/2009,24/05/2009,24/05/2009,518,514,612,HATCH,23.91452114,-106.97,1,3,18/05/2009,14/05/2009,12/06/2009,12/06/2009,611,616,NA,0,7,NA,NA,611,616,615,615,11/06/2009,16/06/2009,NA,NA,NA,11/06/2009,16/06/2009,15/06/2009,15/06/2009,11/06/2009,NA,17.7,6.3,NA,NA,NA,NA,NA,NA,NA,NA,17.7,11/06/2009,0.300970874,11/06/2009,16/05/2009,18/05/2009,-1.300970874,24/05/2009,06/07/2009,M,M,NA,25/05/2009,06/07/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
410,2009,D,102,ParCare,CFall,512,606,604,CA108,CA2212,CA2226,CA2227,CA2083,NA,NA,NA,NA,M,F,YX.MX|YX.GX,2009-D-102,2006,2006,2009-YX.MX|YX.GX,21/02/2009,09/07/2009,31/05/2009,31/05/2009,31/05/2009,31/05/2009,512,517,606,HATCH,23.91640051,-106.97,2,3,12/05/2009,17/05/2009,06/06/2009,06/06/2009,609,615,615,0,8,NA,NA,609,625,614,615,09/06/2009,15/06/2009,15/06/2009,NA,NA,09/06/2009,25/06/2009,14/06/2009,15/06/2009,09/06/2009,NA,17.4,5.9,09/06/2009,NA,17.5,5.6,09/06/2009,NA,17.1,6.2,17.5,09/06/2009,-0.346278317,09/06/2009,15/05/2009,12/05/2009,3.346278317,21/02/2009,09/07/2009,M,M,F,08/03/2009,09/07/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
411,2009,D,103,ParCare,CFall,527,621,614,CA1270,CA171,CA2272,CA2251,NA,NA,NA,NA,NA,M,F,LX.MX|YX.RX,2009-D-103,2007,2007,2009-LX.MX|YX.RX,21/02/2009,09/07/2009,17/05/2009,04/06/2009,17/05/2009,04/06/2009,527,527,621,HATCH,23.91527213,-106.97,3,3,27/05/2009,27/05/2009,21/06/2009,21/06/2009,626,628,NA,0,3,NA,NA,626,628,628,NA,26/06/2009,28/06/2009,NA,NA,NA,26/06/2009,28/06/2009,28/06/2009,NA,25/06/2009,NA,17.9,5.4,26/06/2009,NA,17,5.1,NA,NA,NA,NA,17.9,25/06/2009,0.948220065,25/06/2009,30/05/2009,27/05/2009,3.051779935,21/02/2009,09/07/2009,M,M,F,08/03/2009,09/07/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
412,2009,D,104,ParCare,CFall,525,619,614,CA2224,CA072,CA2233,CA2234,CA2235,NA,NA,NA,NA,M,F,WX.BX|LX.YM,2009-D-104,2006,2006,2009-WX.BX|LX.YM,21/02/2009,29/06/2009,04/06/2009,04/06/2009,04/06/2009,04/06/2009,525,528,619,HATCH,23.91410566,-106.96,3,3,25/05/2009,28/05/2009,19/06/2009,19/06/2009,616,710,NA,0,17,NA,NA,616,710,710,NA,16/06/2009,10/07/2009,NA,NA,NA,16/06/2009,10/07/2009,10/07/2009,NA,16/06/2009,NA,16.8,6.2,16/06/2009,NA,18.3,6.3,16/06/2009,NA,18.2,6.6,18.3,16/06/2009,2.242718447,16/06/2009,19/05/2009,25/05/2009,-5.242718447,21/02/2009,10/07/2009,M,M,F,30/04/2009,29/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
413,2009,D,105,ParCare,CFall,526,620,612,CA231,CA151,CA2231,NA,NA,NA,NA,NA,NA,M,F,WX.MX|BX.LX,2009-D-105,2006,2006,2009-WX.MX|BX.LX,05/05/2009,23/12/2009,04/06/2009,04/06/2009,04/06/2009,04/06/2009,526,528,620,HATCH,23.91461117,-106.96,2,2,26/05/2009,28/05/2009,20/06/2009,20/06/2009,614,710,NA,0,27,NA,NA,614,710,710,NA,14/06/2009,10/07/2009,NA,NA,NA,14/06/2009,10/07/2009,10/07/2009,NA,14/06/2009,NA,16.9,6.4,NA,NA,NA,NA,NA,NA,NA,NA,16.9,14/06/2009,-2.28802589,14/06/2009,22/05/2009,26/05/2009,-3.71197411,05/05/2009,23/12/2009,M,M,F,05/05/2009,15/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
414,2009,D,106,ParCare,CFall,526,620,618,CA2074,CA1355,CA2241,CA2242,CA2243,NA,NA,NA,NA,M,F,GX.MX|RX.WX,2009-D-106,2009,2009,2009-GX.MX|RX.WX,15/06/2009,29/06/2009,04/06/2009,04/06/2009,04/06/2009,04/06/2009,526,531,620,HATCH,23.91663379,-106.97,2,3,26/05/2009,31/05/2009,20/06/2009,20/06/2009,621,706,NA,0,10,NA,NA,621,706,706,NA,21/06/2009,06/07/2009,NA,NA,NA,21/06/2009,06/07/2009,06/07/2009,NA,21/06/2009,NA,17.9,6.2,21/06/2009,NA,17.9,6,21/06/2009,NA,17.5,6.9,17.9,21/06/2009,0.948220065,21/06/2009,26/05/2009,26/05/2009,0.051779935,04/06/2009,06/07/2009,M,M,F,15/06/2009,29/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
415,2009,D,107,ParCare,CFall,602,627,625,CA229,CA125,CA2274,CA2275,CA2276,NA,NA,NA,NA,M,F,WX.MX|BX.BX,2009-D-107,2006,2006,2009-WX.MX|BX.BX,06/01/2009,23/12/2009,04/06/2009,04/06/2009,04/06/2009,04/06/2009,602,604,627,HATCH,23.91792336,-106.96,2+,3,02/06/2009,04/06/2009,27/06/2009,27/06/2009,626,725,NA,0,10,NA,NA,626,725,725,NA,26/06/2009,25/07/2009,NA,NA,NA,26/06/2009,25/07/2009,25/07/2009,NA,26/06/2009,NA,17.3,6.4,26/06/2009,NA,17.6,6.5,26/06/2009,NA,17.5,6,17.6,26/06/2009,-0.022653722,26/06/2009,01/06/2009,02/06/2009,-0.977346278,06/01/2009,23/12/2009,M,M,F,22/05/2009,15/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
416,2009,D,108,ParCare,CFall,601,626,625,CA078,CA081,CA2253,CA2277,NA,NA,NA,NA,NA,M,F,WX.MX|OX.YX,2009-D-108,2006,2006,2009-WX.MX|OX.YX,21/02/2009,09/07/2009,11/05/2009,10/06/2009,11/05/2009,10/06/2009,601,605,626,HATCH,23.91606967,-106.96,3,3,01/06/2009,05/06/2009,26/06/2009,26/06/2009,627,710,NA,0,13,NA,NA,627,710,710,NA,27/06/2009,10/07/2009,NA,NA,NA,27/06/2009,10/07/2009,10/07/2009,NA,27/06/2009,NA,18,6.9,27/06/2009,NA,17.4,6.4,NA,NA,NA,NA,18,27/06/2009,1.27184466,27/06/2009,31/05/2009,01/06/2009,-0.27184466,21/02/2009,10/07/2009,M,M,F,08/03/2009,09/07/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
417,2009,D,109,ParCare,CFall,604,629,629,CA1203,CA1212,CA2280,NA,NA,NA,NA,NA,NA,M,F,MX.OX|GX.GX,2009-D-109,2008,2007,2009-MX.OX|GX.GX,30/04/2009,15/06/2009,24/05/2009,16/06/2009,24/05/2009,16/06/2009,604,608,629,HATCH,23.91951584,-106.97,3,3,04/06/2009,08/06/2009,29/06/2009,29/06/2009,629,701,NA,0,2,NA,NA,629,701,629,701,29/06/2009,01/07/2009,NA,NA,NA,29/06/2009,01/07/2009,29/06/2009,01/07/2009,29/06/2009,NA,17.2,6.2,NA,NA,NA,NA,NA,NA,NA,NA,17.2,29/06/2009,-1.317152104,29/06/2009,05/06/2009,04/06/2009,1.317152104,30/04/2009,01/07/2009,M,M,F,30/04/2009,15/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
418,2009,D,110,ParCare,CFall,525,619,619,CA1309,CA1429,CA2090,NA,NA,NA,NA,NA,NA,M,F,LX.MX|RX.WX,2009-D-110,2007,2007,2009-LX.MX|RX.WX,22/05/2009,23/12/2009,13/06/2009,13/06/2009,13/06/2009,13/06/2009,525,610,619,HATCH,23.91700404,-106.97,3,3,25/05/2009,10/06/2009,19/06/2009,19/06/2009,619,623,NA,0,8,NA,NA,619,623,622,622,19/06/2009,23/06/2009,NA,NA,NA,19/06/2009,23/06/2009,22/06/2009,22/06/2009,19/06/2009,NA,17.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,17.9,19/06/2009,0.948220065,19/06/2009,24/05/2009,25/05/2009,-0.948220065,22/05/2009,23/12/2009,M,M,F,22/05/2009,01/07/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
419,2009,D,111,U,U,611,NA,NA,CA2088,CA1566,NA,NA,NA,NA,NA,NA,NA,M,F,GX.MX|GX.RX,2009-D-111,2009,2009,2009-GX.MX|GX.RX,03/07/2009,03/07/2009,16/06/2009,16/06/2009,16/06/2009,16/06/2009,611,611,627,FLOOD,23.91678583,-106.96,0,2,11/06/2009,11/06/2009,27/06/2009,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/06/2009,NA,16/06/2009,03/07/2009,M,M,F,03/07/2009,03/07/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
420,2009,D,112,ParCare,CFall,611,706,705,CA1520,CA1253,CA2257,CA2258,CA2259,NA,NA,NA,NA,M,F,MX.BX|GX.YX,2009-D-112,2009,2008,2009-MX.BX|GX.YX,11/06/2009,23/12/2009,08/03/2009,13/06/2009,08/03/2009,13/06/2009,611,611,706,HATCH,23.91482693,-106.97,3,3,11/06/2009,11/06/2009,06/07/2009,06/07/2009,707,709,NA,0,3,NA,NA,707,709,708,709,07/07/2009,09/07/2009,NA,NA,NA,07/07/2009,09/07/2009,08/07/2009,09/07/2009,07/07/2009,NA,17.2,5.7,07/07/2009,NA,17.2,6.8,07/07/2009,NA,18.2,6.5,18.2,07/07/2009,1.919093851,07/07/2009,10/06/2009,11/06/2009,-0.919093851,08/03/2009,23/12/2009,M,M,F,11/06/2009,09/07/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
421,2009,D,113,ParCare,CFall,612,707,705,CA324,CA2087,CA2254,CA2255,CA2256,NA,NA,NA,NA,M,F,MX.RX|GX.OX,2009-D-113,2007,2006,2009-MX.RX|GX.OX,05/05/2009,19/09/2009,13/06/2009,13/06/2009,13/06/2009,13/06/2009,612,612,707,HATCH,23.91541723,-106.96,3,3,12/06/2009,12/06/2009,07/07/2009,07/07/2009,707,709,NA,0,5,NA,NA,707,709,709,NA,07/07/2009,09/07/2009,NA,NA,NA,07/07/2009,09/07/2009,09/07/2009,NA,06/07/2009,NA,17.7,5.7,06/07/2009,NA,17.9,6.3,07/07/2009,NA,17.3,5.8,17.9,06/07/2009,0.948220065,06/07/2009,10/06/2009,12/06/2009,-1.948220065,05/05/2009,19/09/2009,M,M,F,05/05/2009,09/07/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
422,2009,E,1,ParCare,CFall,507,601,530,CA026,CA137,CA2222,CA2223,NA,NA,NA,NA,NA,M,F,RX.MX|GX.LX,2009-E-1,2006,2006,2009-RX.MX|GX.LX,06/01/2009,15/06/2009,26/05/2009,26/05/2009,26/05/2009,26/05/2009,507,506,601,HATCH,23.92087948,-106.96,2,3,07/05/2009,06/05/2009,01/06/2009,01/06/2009,604,617,NA,0,16,NA,NA,604,617,617,617,04/06/2009,17/06/2009,NA,NA,NA,04/06/2009,17/06/2009,17/06/2009,17/06/2009,04/06/2009,NA,18.5,6.2,04/06/2009,NA,17.7,6.6,NA,NA,NA,NA,18.5,04/06/2009,2.889967638,04/06/2009,07/05/2009,07/05/2009,0.110032362,06/01/2009,17/06/2009,M,M,F,08/03/2009,15/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
423,2009,E,2,ParCare,CFall,508,602,531,CA1553,CA1566,NA,NA,NA,NA,NA,NA,NA,M,F,MX.YX|WX.BX,2009-E-2,2009,2008,2009-MX.YX|WX.BX,27/05/2009,27/05/2009,23/05/2009,23/05/2009,23/05/2009,23/05/2009,508,516,602,HATCH,23.91742198,-106.96,3,3,08/05/2009,16/05/2009,02/06/2009,02/06/2009,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/05/2009,NA,23/05/2009,27/05/2009,M,M,F,27/05/2009,27/05/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
425,2009,E,4,U,U,529,NA,NA,CA007,NA,NA,NA,NA,NA,NA,NA,NA,M,F,RX.MX|BX.OX,2009-E-4,2006,2006,2009-RX.MX|BX.OX,30/04/2009,21/05/2009,04/06/2009,04/06/2009,04/06/2009,04/06/2009,529,526,614,PRED,23.92132795,-106.96,0,3,29/05/2009,26/05/2009,14/06/2009,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/05/2009,NA,30/04/2009,04/06/2009,M,M,NA,30/04/2009,21/05/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
426,2009,E,5,ParCare,CFall,508,NA,531,CA008,CA034,CA2067,CA2068,CA2069,NA,NA,NA,NA,M,F,RX.MX|WX.OX,2009-E-5,2006,2006,2009-RX.MX|WX.OX,17/05/2009,06/07/2009,31/05/2009,02/06/2009,31/05/2009,02/06/2009,508,531,601,PRED,23.91679977,-106.96,0,3,08/05/2009,31/05/2009,01/06/2009,NA,603,623,NA,0,12,NA,NA,603,623,617,617,03/06/2009,23/06/2009,NA,NA,NA,03/06/2009,23/06/2009,17/06/2009,17/06/2009,03/06/2009,NA,17.3,6.4,03/06/2009,NA,17.1,6,03/06/2009,NA,17.4,6.1,17.4,03/06/2009,-0.669902913,03/06/2009,09/05/2009,08/05/2009,1.669902913,17/05/2009,06/07/2009,M,M,F,17/05/2009,06/07/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
427,2009,E,6,ParCare,CFall,531,625,623,CA1545,CA044,CA2099,CA2100,CA2271,NA,NA,NA,NA,M,F,RX.MX|WX.YX,2009-E-6,2006,2006,2009-RX.MX|WX.YX,30/04/2009,29/06/2009,04/06/2009,04/06/2009,04/06/2009,04/06/2009,531,531,625,HATCH,23.91458816,-106.95,2,3,31/05/2009,31/05/2009,25/06/2009,25/06/2009,624,710,NA,0,15,NA,NA,624,710,710,NA,24/06/2009,10/07/2009,NA,NA,NA,24/06/2009,10/07/2009,10/07/2009,NA,24/06/2009,NA,17.1,6.3,24/06/2009,NA,17.5,6,24/06/2009,NA,17.5,6.2,17.5,24/06/2009,-0.346278317,24/06/2009,30/05/2009,31/05/2009,-0.653721683,30/04/2009,10/07/2009,M,M,F,30/04/2009,29/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
428,2009,E,7,U,U,606,NA,NA,CA1444,CA1342,NA,NA,NA,NA,NA,NA,NA,M,F,BX.MX|LX.YX,2009-E-7,2007,2007,2009-BX.MX|LX.YX,06/01/2009,09/07/2009,19/06/2009,19/06/2009,19/06/2009,19/06/2009,606,604,627,PRED,23.91417657,-106.95,0,3,06/06/2009,04/06/2009,27/06/2009,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/06/2009,NA,06/01/2009,09/07/2009,M,M,F,25/05/2009,09/07/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
429,2009,E,8,U,U,608,NA,NA,CA1349,CA2036,NA,NA,NA,NA,NA,NA,NA,M,F,LX.MX|OX.YX,2009-E-8,2007,2007,2009-LX.MX|OX.YX,06/01/2009,23/12/2009,18/06/2009,18/06/2009,18/06/2009,18/06/2009,608,609,709,UNHATCH,23.91967224,-106.96,0,3,08/06/2009,09/06/2009,09/07/2009,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/06/2009,NA,06/01/2009,23/12/2009,M,M,F,02/05/2009,15/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
430,2009,E,9,ParCare,CFall,611,706,705,CA1430,CA1278,CA2287,CA2288,NA,NA,NA,NA,NA,M,F,BX.MX|RX.OX,2009-E-9,2007,2007,2009-BX.MX|RX.OX,06/01/2009,15/06/2009,18/06/2009,18/06/2009,18/06/2009,18/06/2009,611,613,706,HATCH,23.91822702,-106.96,3,3,11/06/2009,13/06/2009,06/07/2009,06/07/2009,708,726,NA,0,7,NA,NA,708,726,726,NA,08/07/2009,26/07/2009,NA,NA,NA,08/07/2009,26/07/2009,26/07/2009,NA,08/07/2009,NA,17.2,6.4,08/07/2009,NA,17,6.1,NA,NA,NA,NA,17.2,08/07/2009,-1.317152104,08/07/2009,14/06/2009,11/06/2009,3.317152104,06/01/2009,26/07/2009,M,M,F,08/03/2009,15/06/2009,Ceuta,NA,NA,NA,NA,NA,NA,NA
436,2009,G,5,U,U,NA,NA,NA,CA2219,CA2065,NA,NA,NA,NA,NA,NA,NA,M,F,GX.MX|WX.YX,2009-G-5,2009,2009,2009-GX.MX|WX.YX,NA,NA,03/06/2009,03/06/2009,03/06/2009,03/06/2009,NA,528,604,UNHATCH,23.99454997,-107.03,0,3,NA,28/05/2009,04/06/2009,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/06/2009,03/06/2009,M,M,F,NA,NA,Ceuta,NA,NA,NA,NA,NA,NA,NA
